bodyId,type,class,instance,rootSide,somaSide,nt_consensus_nt
316448,ORN_VM6m,olfactory,ORN_VM6m_R,R,,acetylcholine
316593,ORN_VC3,olfactory,ORN_VC3_L,L,,acetylcholine
316830,ORN_DA2,olfactory,ORN_DA2_R,R,,acetylcholine
317368,ORN_DL2v,olfactory,ORN_DL2v_L,L,,acetylcholine
317412,ORN_DA4m,olfactory,ORN_DA4m_L,L,,acetylcholine
318116,ORN_DA2,olfactory,ORN_DA2_L,L,,acetylcholine
318688,ORN_VM4,olfactory,ORN_VM4_L,L,,acetylcholine
319077,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
319525,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
319724,ORN_DA1,olfactory,ORN_DA1_L,L,,acetylcholine
319775,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
319896,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
320172,ORN_DA4l,olfactory,ORN_DA4l_L,L,,acetylcholine
320422,ORN_DL4,olfactory,ORN_DL4_R,R,,acetylcholine
321054,ORN_VL2p,olfactory,ORN_VL2p_L,L,,acetylcholine
321572,ORN_DL1,olfactory,ORN_DL1_R,R,,acetylcholine
321660,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
322537,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
322587,ORN_DL4,olfactory,ORN_DL4_L,L,,acetylcholine
323291,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
323983,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
324311,ORN_DA2,olfactory,ORN_DA2_L,L,,acetylcholine
324548,ORN_DM3,olfactory,ORN_DM3_L,L,,acetylcholine
324762,ORN_DM6,olfactory,ORN_DM6_L,L,,acetylcholine
325043,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
325080,ORN_VM3,olfactory,ORN_VM3_L,L,,acetylcholine
325751,ORN_DA3,olfactory,ORN_DA3_R,R,,acetylcholine
326664,LH003m,,LH003m_R,,R,acetylcholine
327130,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
327161,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
327352,ORN_DL4,olfactory,ORN_DL4_L,L,,acetylcholine
327685,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
327959,LHAV7a5,,LHAV7a5_R,,R,glutamate
328160,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
328840,ORN_VA6,olfactory,ORN_VA6_L,L,,acetylcholine
329541,ORN_DM6,olfactory,ORN_DM6_L,L,,acetylcholine
329994,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
330378,LHAD3f1_a,,LHAD3f1_a_L,,L,acetylcholine
330401,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
331037,ORN_DA3,olfactory,ORN_DA3_R,R,,acetylcholine
332367,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
333223,ORN_DL1,olfactory,ORN_DL1_L,L,,acetylcholine
334047,ORN_DL4,olfactory,ORN_DL4_R,R,,acetylcholine
334233,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
334351,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
334671,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
336536,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
338564,ORN_VM4,olfactory,ORN_VM4_L,L,,acetylcholine
339206,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
339258,ORN_VA3,olfactory,ORN_VA3_L,L,,acetylcholine
339383,ORN_VM3,olfactory,ORN_VM3_L,L,,acetylcholine
340453,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
340675,ORN_VM2,olfactory,ORN_VM2_R,R,,acetylcholine
341776,ORN_VM6l,olfactory,ORN_VM6l_R,R,,acetylcholine
342198,ORN_VM6m,olfactory,ORN_VM6m_R,R,,acetylcholine
342390,ORN_VA5,olfactory,ORN_VA5_R,R,,acetylcholine
342797,ORN_DC4,olfactory,ORN_DC4_L,L,,acetylcholine
342862,ORN_VA1d,olfactory,ORN_VA1d_unknown,unknown,,acetylcholine
342961,ORN_DA4m,olfactory,ORN_DA4m_unknown,unknown,,acetylcholine
343840,ORN_VL1,olfactory,ORN_VL1_L,L,,acetylcholine
343998,ORN_VL2a,olfactory,ORN_VL2a_L,L,,acetylcholine
344285,ORN_VA1d,olfactory,ORN_VA1d_unknown,unknown,,acetylcholine
344825,ORN_VM3,olfactory,ORN_VM3_unknown,unknown,,acetylcholine
345137,ORN_DL4,olfactory,ORN_DL4_R,R,,acetylcholine
345939,CB3172,ALLN,CB3172_L,,L,unclear
345940,ORN_DM3,olfactory,ORN_DM3_L,L,,acetylcholine
346101,ORN_VM2,olfactory,ORN_VM2_R,R,,acetylcholine
347305,ORN_VA1d,olfactory,ORN_VA1d_unknown,unknown,,acetylcholine
347453,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
347488,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
348174,ORN_VC4,olfactory,ORN_VC4_L,L,,acetylcholine
348209,ORN_VM6v,olfactory,ORN_VM6v_unknown,unknown,,acetylcholine
348374,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
349357,ORN_DA3,olfactory,ORN_DA3_R,R,,acetylcholine
350383,ORN_DM4,olfactory,ORN_DM4_R,R,,acetylcholine
350615,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
351152,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
351622,ORN_VC4,olfactory,ORN_VC4_unknown,unknown,,acetylcholine
351969,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
352444,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
353000,ORN_V,olfactory,ORN_V_L,L,,acetylcholine
353891,ORN_DM1,olfactory,ORN_DM1_L,L,,acetylcholine
354053,ORN_VM3,olfactory,ORN_VM3_unknown,unknown,,acetylcholine
354647,ORN_DL2v,olfactory,ORN_DL2v_L,L,,acetylcholine
354726,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
354837,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
355682,ORN_VC4,olfactory,ORN_VC4_R,R,,acetylcholine
355772,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
356393,ORN_DP1m,olfactory,ORN_DP1m_L,L,,acetylcholine
356588,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
357109,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
358056,ORN_DA2,olfactory,ORN_DA2_unknown,unknown,,acetylcholine
358638,FS3_d,CX,FS3_C8_L,,L,acetylcholine
358830,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
359193,ORN_DM5,olfactory,ORN_DM5_R,R,,acetylcholine
359231,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
359586,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
361729,ORN_DP1l,olfactory,ORN_DP1l_L,L,,acetylcholine
361757,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
361803,FB2K,CX,FB2K_R,,R,glutamate
361953,ORN_DA3,olfactory,ORN_DA3_L,L,,acetylcholine
363119,ORN_DM1,olfactory,ORN_DM1_L,L,,acetylcholine
363661,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
363756,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
363983,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
364624,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
365688,ORN_DA1,olfactory,ORN_DA1_unknown,unknown,,acetylcholine
368460,ORN_VM3,olfactory,ORN_VM3_L,L,,acetylcholine
369074,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
371362,ORN_DA4m,olfactory,ORN_DA4m_R,R,,acetylcholine
371640,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
371825,ORN_VM3,olfactory,ORN_VM3_unknown,unknown,,acetylcholine
373875,ORN_DM4,olfactory,ORN_DM4_L,L,,acetylcholine
375923,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
378052,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
378224,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
378312,ORN_VA6,olfactory,ORN_VA6_L,L,,acetylcholine
378794,ORN_DL1,olfactory,ORN_DL1_L,L,,acetylcholine
378835,ORN_DA3,olfactory,ORN_DA3_L,L,,acetylcholine
379010,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
379141,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
379918,ORN_VM5d,olfactory,ORN_VM5d_L,L,,acetylcholine
381503,LHAV2c1,,LHAV2c1_L,,L,acetylcholine
381614,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
382289,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
383372,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
383657,ORN_VM3,olfactory,ORN_VM3_L,L,,acetylcholine
383889,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
383941,LAL135,,LAL135_L,,L,acetylcholine
384388,ORN_VM3,olfactory,ORN_VM3_R,R,,acetylcholine
386551,ORN_DL4,olfactory,ORN_DL4_L,L,,acetylcholine
386909,ORN_DL4,olfactory,ORN_DL4_L,L,,acetylcholine
387514,ORN_VL1,olfactory,ORN_VL1_L,L,,acetylcholine
387984,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
389561,ORN_DC3,olfactory,ORN_DC3_L,L,,acetylcholine
389641,ORN_VM3,olfactory,ORN_VM3_R,R,,acetylcholine
390433,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
391675,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
391902,ORN_VM6m,olfactory,ORN_VM6m_L,L,,acetylcholine
393313,ORN_VM3,olfactory,ORN_VM3_R,R,,acetylcholine
393561,ORN_DM3,olfactory,ORN_DM3_L,L,,acetylcholine
393739,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
393825,ORN_VA1d,olfactory,ORN_VA1d_unknown,unknown,,acetylcholine
393977,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
394210,ORN_DM6,olfactory,ORN_DM6_L,L,,acetylcholine
394297,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
394860,MBON25,MBON,MBON25(y1y2)_R,,R,glutamate
396307,ORN_DM3,olfactory,ORN_DM3_L,L,,acetylcholine
396423,ORN_VL2p,olfactory,ORN_VL2p_unknown,unknown,,acetylcholine
397654,ORN_VC4,olfactory,ORN_VC4_R,R,,acetylcholine
398290,ORN_DL1,olfactory,ORN_DL1_R,R,,acetylcholine
398670,ORN_DA2,olfactory,ORN_DA2_L,L,,acetylcholine
399456,ORN_DM5,olfactory,ORN_DM5_unknown,unknown,,acetylcholine
403849,ORN_VM6l,olfactory,ORN_VM6l_R,R,,acetylcholine
404599,ORN_VA1v,olfactory,ORN_VA1v_unknown,unknown,,acetylcholine
406121,ORN_VM1,olfactory,ORN_VM1_L,L,,acetylcholine
406177,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
406995,ORN_VA1d,olfactory,ORN_VA1d_unknown,unknown,,acetylcholine
407628,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
407819,ORN_VL1,olfactory,ORN_VL1_L,L,,acetylcholine
412216,ORN_DL4,olfactory,ORN_DL4_L,L,,acetylcholine
414269,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
414342,ORN_VA2,olfactory,ORN_VA2_L,L,,acetylcholine
416090,ORN_DM1,olfactory,ORN_DM1_L,L,,acetylcholine
416204,ORN_DL4,olfactory,ORN_DL4_R,R,,acetylcholine
417046,ORN_DA4m,olfactory,ORN_DA4m_unknown,unknown,,acetylcholine
417297,ORN_VA6,olfactory,ORN_VA6_L,L,,acetylcholine
419129,ORN_VL2p,olfactory,ORN_VL2p_L,L,,acetylcholine
419166,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
419175,LAL009,,LAL009_L,,L,acetylcholine
419497,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
419992,ORN_DA3,olfactory,ORN_DA3_L,L,,acetylcholine
419997,ORN_DM4,olfactory,ORN_DM4_L,L,,acetylcholine
420666,ORN_V,olfactory,ORN_V_L,L,,acetylcholine
421015,ORN_VL2a,olfactory,ORN_VL2a_R,R,,acetylcholine
421445,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
422690,ORN_DA2,olfactory,ORN_DA2_R,R,,acetylcholine
423778,ORN_VC3,olfactory,ORN_VC3_L,L,,acetylcholine
424866,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
425802,ORN_DA3,olfactory,ORN_DA3_unknown,unknown,,acetylcholine
426031,ORN_VC4,olfactory,ORN_VC4_unknown,unknown,,acetylcholine
427037,ORN_VM5d,olfactory,ORN_VM5d_L,L,,acetylcholine
427908,ORN_DM3,olfactory,ORN_DM3_L,L,,acetylcholine
428616,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
428737,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
429336,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
429689,ORN_VM4,olfactory,ORN_VM4_unknown,unknown,,acetylcholine
430212,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
432746,ORN_VM4,olfactory,ORN_VM4_L,L,,acetylcholine
434891,Delta7,CX,Delta7(PB15)_L3R7_R,,R,glutamate
435201,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
435276,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
435582,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
436108,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
436198,ORN_DA4m,olfactory,ORN_DA4m_R,R,,acetylcholine
436473,ORN_DM1,olfactory,ORN_DM1_L,L,,acetylcholine
436729,ORN_DL3,olfactory,ORN_DL3_L,L,,acetylcholine
437025,ORN_DM4,olfactory,ORN_DM4_L,L,,acetylcholine
437336,ORN_VM5d,olfactory,ORN_VM5d_unknown,unknown,,acetylcholine
438727,ORN_VL1,olfactory,ORN_VL1_L,L,,acetylcholine
440704,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
440799,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
441290,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
441571,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
443292,ORN_DL2v,olfactory,ORN_DL2v_L,L,,acetylcholine
443600,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
444787,ORN_DC1,olfactory,ORN_DC1_L,L,,acetylcholine
445349,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
448513,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
448850,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
452039,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
452797,ORN_VM4,olfactory,ORN_VM4_unknown,unknown,,acetylcholine
453376,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
454614,ER4m,CX,ER4m_L,,L,gaba
455596,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
456658,ORN_VM5d,olfactory,ORN_VM5d_L,L,,acetylcholine
457125,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
457812,v2LN42,ALLN,v2LN42_R,,R,glutamate
459111,ORN_V,olfactory,ORN_V_R,R,,acetylcholine
460419,ORN_VM1,olfactory,ORN_VM1_L,L,,acetylcholine
461326,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
461592,ORN_DM5,olfactory,ORN_DM5_R,R,,acetylcholine
462384,ORN_DM5,olfactory,ORN_DM5_R,R,,acetylcholine
463132,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
464464,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
464775,ORN_VM5d,olfactory,ORN_VM5d_L,L,,acetylcholine
464937,ORN_VC4,olfactory,ORN_VC4_L,L,,acetylcholine
465741,ORN_DM3,olfactory,ORN_DM3_R,R,,acetylcholine
467487,ORN_VM5d,olfactory,ORN_VM5d_R,R,,acetylcholine
467724,ORN_VM4,olfactory,ORN_VM4_unknown,unknown,,acetylcholine
469176,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
470746,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
471375,ORN_DL1,olfactory,ORN_DL1_unknown,unknown,,acetylcholine
472097,ORN_DL3,olfactory,ORN_DL3_R,R,,acetylcholine
474191,ORN_DL3,olfactory,ORN_DL3_unknown,unknown,,acetylcholine
474224,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
475469,ORN_VM2,olfactory,ORN_VM2_L,L,,acetylcholine
477029,ORN_VM4,olfactory,ORN_VM4_R,R,,acetylcholine
477936,ORN_VM3,olfactory,ORN_VM3_unknown,unknown,,acetylcholine
479194,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
483197,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
484603,ORN_VM3,olfactory,ORN_VM3_R,R,,acetylcholine
485099,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
485278,FB4H,CX,FB4H_R,,R,glutamate
485511,ORN_VM5d,olfactory,ORN_VM5d_L,L,,acetylcholine
486076,ORN_DP1m,olfactory,ORN_DP1m_L,L,,acetylcholine
486267,ORN_DA1,olfactory,ORN_DA1_R,R,,acetylcholine
486753,ORN_VM5d,olfactory,ORN_VM5d_unknown,unknown,,acetylcholine
486851,ORN_DL5,olfactory,ORN_DL5_L,L,,acetylcholine
486852,ORN_DM4,olfactory,ORN_DM4_L,L,,acetylcholine
487404,ORN_VL1,olfactory,ORN_VL1_R,R,,acetylcholine
490080,ORN_VA1d,olfactory,ORN_VA1d_R,R,,acetylcholine
492059,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
492754,ORN_DL4,olfactory,ORN_DL4_unknown,unknown,,acetylcholine
496503,ORN_V,olfactory,ORN_V_L,L,,acetylcholine
497471,ORN_DM2,olfactory,ORN_DM2_L,L,,acetylcholine
498041,ORN_VC4,olfactory,ORN_VC4_L,L,,acetylcholine
498998,ORN_DA3,olfactory,ORN_DA3_unknown,unknown,,acetylcholine
499904,ORN_DM5,olfactory,ORN_DM5_L,L,,acetylcholine
508381,ORN_DA3,olfactory,ORN_DA3_unknown,unknown,,acetylcholine
508478,ORN_VA1v,olfactory,ORN_VA1v_R,R,,acetylcholine
508595,MBON35,MBON,MBON35(y2)_R,,R,acetylcholine
509223,ORN_DL4,olfactory,ORN_DL4_R,R,,acetylcholine
511758,lLN13,ALLN,lLN13_L,,L,gaba
511776,LAL084,,LAL084_R,,R,glutamate
511777,ER3a_b,CX,ER3a_b_L,,L,gaba
511778,EL,CX,EL_L,,L,octopamine
511801,LHPV1c1,,LHPV1c1_R,,R,acetylcholine
511807,VM7d_adPN,ALPN,VM7d_adPN_R,,R,acetylcholine
511819,ORN_DA1,olfactory,ORN_DA1_L,L,,acetylcholine
511821,LAL165,,LAL165(hb1606131544)_L,,L,acetylcholine
511839,LAL145,,LAL145_R,,R,acetylcholine
511841,Delta7,CX,Delta7(PB15)_L2R7_R,,R,glutamate
511842,PFL2,CX,PFL2(PB12b)_L2_C6,,L,acetylcholine
511844,PEG,CX,PEG(PB07)_L1,,L,acetylcholine
511846,PFR_a,CX,PFR_a(PB11a)_L6_C6,,L,unclear
511847,vDeltaE,CX,vDeltaE_C7,,R,acetylcholine
511857,ER1_c,CX,ER1_c_L,,L,gaba
511981,LHPV10a1a,,LHPV10a1a_R,,R,acetylcholine
512041,FB4F_a,CX,FB4F_a_R,,R,glutamate
512042,FB4F_c,CX,FB4F_c_R,,R,glutamate
512058,LHAV2c1,,LHAV2c1_L,,L,acetylcholine
512077,LAL082,,LAL082_R,,R,unclear
512094,LAL191,,LAL191_L,,L,acetylcholine
512179,PFR_a,CX,PFR_a(PB11a)_L1_C9_irreg,,R,unclear
512216,LHAV1a3,,LHAV1a3_L,,L,acetylcholine
512218,LHAV2g2_b,,LHAV2g2_b_L,,L,acetylcholine
512219,LHAV2b3,,LHAV2b3_L,,L,acetylcholine
512220,LHAD2e3,,LHAD2e3_L,,L,acetylcholine
512221,LHAV2g2_a,,LHAV2g2_a_L,,L,acetylcholine
512233,LHPV6a1,,LHPV6a1_L,,L,acetylcholine
512234,LHAV4g7_b,,LHAV4g7_b_L,,L,gaba
512258,LAL013,,LAL013_L,,L,acetylcholine
512278,LAL085,,LAL085_L,,L,glutamate
512305,EPG,CX,EPG(PB08)_R8,,R,acetylcholine
512319,ER6,CX,ER6_L,,L,gaba
512362,hDeltaB,CX,hDeltaB_09_C7,,L,acetylcholine
512390,LAL113,,LAL113_R,,R,gaba
512392,LAL011,,LAL011_R,,R,acetylcholine
512485,LHPV6p1,,LHPV6p1_L,,L,glutamate
512513,EPG,CX,EPG(PB08)_R1,,R,acetylcholine
512514,EPG,CX,EPG(PB08)_L1,,L,acetylcholine
512515,ER3a_a,CX,ER3a_a_L,,L,gaba
512520,LAL301m,,LAL301m_R,,R,acetylcholine
512542,LAL056,,LAL056_R,,R,gaba
512544,LAL133_a,,LAL133_a_R,,R,glutamate
512606,ER3w_c,CX,ER3w_c_L,,L,gaba
512607,ER3p_a,CX,ER3p_a_R,,R,gaba
512608,ER3d_b,CX,ER3d_b_R,,R,gaba
512663,LAL043_e,,LAL043_e_L,,L,gaba
512675,LHPV6d1,,LHPV6d1_L,,L,acetylcholine
512694,LAL110,,LAL110_L,,L,acetylcholine
512695,LAL110,,LAL110_L,,L,acetylcholine
512716,FB6M,CX,FB6M_L,,L,glutamate
512717,FB6M,CX,FB6M_L,,L,glutamate
512745,LHPD4c1,,LHPD4c1_R,,R,acetylcholine
512750,LAL042,,LAL042_L,,L,glutamate
512788,MBON18,MBON,MBON18(a2sc)_L,,L,acetylcholine
512789,MBON23,MBON,MBON23(a2sp)_L,,L,acetylcholine
512793,PEG,CX,PEG(PB07)_L6,,L,acetylcholine
512796,l2LN22,ALLN,l2LN22_L,,L,unclear
512797,v2LN34E,ALLN,v2LN34E_L,,L,glutamate
512828,ORN_VC1,olfactory,ORN_VC1_R,R,,acetylcholine
512829,ORN_VC1,olfactory,ORN_VC1_R,R,,acetylcholine
512830,ORN_VC2,olfactory,ORN_VC2_R,R,,acetylcholine
512833,ORN_VM7d,olfactory,ORN_VM7d_R,R,,acetylcholine
512834,ORN_VM7d,olfactory,ORN_VM7d_R,R,,acetylcholine
512835,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
512836,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
512858,LAL109,,LAL109_L,,L,gaba
512859,LHAV8a1,,LHAV8a1_L,,L,glutamate
512883,DL2d_adPN,ALPN,DL2d_adPN_R,,R,acetylcholine
512927,PEN_a(PEN1),CX,PEN_a(PB06a)_R2,,R,acetylcholine
512928,EPG,CX,EPG(PB08)_R3,,R,acetylcholine
513032,PFL3,CX,PFL3(PB12c)_L5_C7,,L,acetylcholine
513033,EPG,CX,EPG(PB08)_L8,,L,acetylcholine
513034,PFL2,CX,PFL2(PB12b)_L5_C9,,L,acetylcholine
513088,LHAV1a3,,LHAV1a3_L,,L,acetylcholine
513157,LHPV11a1,,LHPV11a1_R,,R,acetylcholine
513174,MBON30,MBON,MBON30(y1y2y3)_L,,L,glutamate
513177,LAL003,,LAL003(LAL044)_L,,L,acetylcholine
513217,LNO1,CX,LNO1_L,,L,gaba
513228,LHPV1c1,,LHPV1c1_L,,L,acetylcholine
513230,LHAV3k5,,LHAV3k5_L,,L,glutamate
513266,PFL3,CX,PFL3(PB12c)_R3_C5,,R,acetylcholine
513283,PEN_a(PEN1),CX,PEN_a(PB06a)_L8,,L,acetylcholine
513284,EPG,CX,EPG(PB08)_R3,,R,acetylcholine
513343,v2LN46,ALLN,v2LN46_R,,R,glutamate
513346,ER3w_b,CX,ER3w_b_R,,R,gaba
513376,FB4O,CX,FB4O_R,,R,glutamate
513379,ER5,CX,ER5_R,,R,gaba
513387,MBON17-like,MBON,MBON17-like(a'2a'3)_L,,L,acetylcholine
513391,MBON17-like,MBON,MBON17-like(a'2a'3)_R,,R,acetylcholine
513401,LAL145,,LAL145_L,,L,acetylcholine
513418,LHAV5d1,,LHAV5d1_L,,L,acetylcholine
513420,LHAD3f1_b,,LHAD3f1_b_L,,L,acetylcholine
513463,EPG,CX,EPG(PB08)_R2,,R,acetylcholine
513464,EPG,CX,EPG(PB08)_R8,,R,acetylcholine
513513,VC3_adPN,ALPN,VC3_adPN_R,,R,acetylcholine
513517,EPG,CX,EPG(PB08)_L4,,L,acetylcholine
513518,PFR_a,CX,PFR_a(PB11a)_R6_C4,,R,unclear
513520,EPG,CX,EPG(PB08)_R6,,R,acetylcholine
513583,LHPV2c2,,LHPV2c2_L,,L,unclear
513594,LAL043_d,,LAL043_d_L,,L,gaba
513601,LHCENT4,,LHCENT4_R,,R,glutamate
513649,LAL185,,LAL185_L,,L,acetylcholine
513662,FB7G,CX,FB7G_R,,R,glutamate
513678,ER3w_b,CX,ER3w_b_R,,R,gaba
513691,LAL026_a,,LAL026_a_R,,R,acetylcholine
513701,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
513702,hDeltaB,CX,hDeltaB_14_C12,,L,acetylcholine
513703,FC3_a,CX,FC3_a_C8_L,,L,acetylcholine
513734,ORN_VM7v,olfactory,ORN_VM7v_R,R,,acetylcholine
513738,ORN_VC2,olfactory,ORN_VC2_R,R,,acetylcholine
513740,ORN_VC2,olfactory,ORN_VC2_R,R,,acetylcholine
513741,ORN_VA4,olfactory,ORN_VA4_R,R,,acetylcholine
513746,ORN_VA4,olfactory,ORN_VA4_L,L,,acetylcholine
513764,LAL028,,LAL028_R,,R,acetylcholine
513791,LAL130,,LAL130_L,,L,acetylcholine
513794,LAL094,,LAL094_L,,L,glutamate
513841,LHAD1f3_b,,LHAD1f3_b_L,,L,glutamate
513888,LAL029_a,,LAL029_a_L,,L,acetylcholine
513889,LAL203,,LAL203_L,,L,acetylcholine
513910,ORN_DC3,olfactory,ORN_DC3_R,R,,acetylcholine
513911,vLN24,ALLN,vLN24_R,,R,acetylcholine
513929,LAL060_a,,LAL060_a_L,,L,gaba
514009,M_vPNml63,ALPN,M_vPNml63_L,,L,gaba
514042,ER2_b,CX,ER2_b_L,,L,gaba
514043,IbSpsP,CX,IbSpsP(PB17)_R4,,R,acetylcholine
514044,IbSpsP,CX,IbSpsP(PB17)_R8,,R,acetylcholine
514045,PEN_a(PEN1),CX,PEN_a(PB06a)_R3,,R,acetylcholine
514053,LAL011,,LAL011_L,,L,acetylcholine
514125,PEN_b(PEN2),CX,PEN_b(PB06b)_L6,,L,acetylcholine
514126,EPG,CX,EPG(PB08)_R5,,R,acetylcholine
514180,ER3p_b,CX,ER3p_b_R,,R,gaba
514184,hDeltaK,CX,hDeltaK_08_C7a,,L,acetylcholine
514278,LHAV6c1,,LHAV6c1_L,,L,glutamate
514291,l2LN20,ALLN,l2LN20_R,,R,gaba
